PubChem CID|name |Preferred|Canonical<|NumAtoms|MolWt|Log P|TPSA|HBA|HBD|Fsp3|ROTB|NumRings|AROM|NumHeavyAtom|NumStereo|QED|QEPPI|SAscore|NPscore|Lipinski|Ro4|PAINS
290486.0|Triciribine|2-(5-amino-7-methyl-2,6,7,9,11-pentazatricyclo[6.3.1.04,12]dodeca-1(12),3,5,8,10-pentaen-2-yl)-5-(hydroxymethyl)oxolane-3,4-diol|CN1N=C(N)c2cn(C3OC(CO)C(O)C3O)c3ncnc1c23|23|320.3090000000001|-1.8870999999999987|142.25|10|4|0.46153846153846156|2|4|2|23|8|0.5030837169270522|0.2230377496655855|4.206336221285245|0.5141541547619305|1|0|False
400633.0|Capecitabine|pentyl N-[1-(3,4-dihydroxy-5-methyloxolan-2-yl)-5-fluoro-2-oxopyrimidin-4-yl]carbamate|CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F|25|359.35400000000004|0.7601999999999995|122.91000000000001|8|3|0.6666666666666666|6|2|1|25|8|0.640839151584694|0.3477485501574143|3.70159793901294|0.379648786773868|1|0|False
1546.0|Cladribine|5-(6-amino-2-chloropurin-9-yl)-2-(hydroxymethyl)oxolan-3-ol |Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1|19|285.69100000000003|-0.29740000000000044|119.31000000000002|8|3|0.5|2|3|2|19|6|0.6481668237451135|0.3813779140915048|3.622779613665122|0.7589084087510317|1|0|False
16886.0|Decitabine|4-amino-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,3,5-triazin-2-one|Nc1ncn(C2CC(O)C(CO)O2)c(=O)n1|16|228.20799999999997|-2.1388|123.49|8|3|0.625|2|2|1|16|6|0.5273624425093522|0.2441325945298081|3.643221050753482|1.1104565214827065|1|0|False
3385.0|Fluorouracil (5-Fluoracil, 5-FU)|5-fluoro-1H-pyrimidine-2,4-dione|O=c1[nH]cc(F)c(=O)[nH]1|9|130.078|-0.7977000000000001|65.72|2|2|0.0|0|1|1|9|0|0.482564502908463|0.22429291396082054|2.6590876226101727|-0.7992390609873111|1|0|False
248862.0|Nelarabine|2-(2-amino-6-methoxypurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol|COc1nc(N)nc2c1ncn2C1OC(CO)C(O)C1O|21|297.271|-1.9713999999999994|148.76999999999998|10|4|0.5454545454545454|3|3|2|21|8|0.5056130599451503|0.23058502859583221|3.669441345268779|0.8720015392381619|1|0|False
354624.0|Clofarabine|5-(6-amino-2-chloropurin-9-yl)-4-fluoro-2-(hydroxymethyl)oxolan-3-ol|Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F|20|303.681|-0.34940000000000027|119.31000000000002|8|3|0.5|2|3|2|20|8|0.648649936215886|0.3883700063918832|3.8712345426538963|0.6251566198496301|1|0|False
3368.0|Fludarabine Phosphate|[5-(6-amino-2-fluoropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate|Nc1nc(F)nc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O|24|365.21400000000006|-1.7239000000000007|186.07|10|5|0.5|4|3|2|24|8|0.30617189529250766|0.17310948790732877|3.9840913898753945|1.0864995352244873|0|0|False
135605572.0|Entecavir Hydrate|2-amino-9-[4-hydroxy-3-(hydroxymethyl)-2-methylidenecyclopentyl]-1H-purin-6-one|C=C1C(CO)C(O)CC1n1cnc2c(=O)nc(N)[nH]c21|20|277.28399999999993|-0.8278000000000001|130.04999999999998|7|4|0.4166666666666667|2|3|2|20|6|0.5301148369563783|0.3229952345490085|4.052892286880503|0.9583882509483649|1|0|False
2754.0|Cilostazol|6-[4-(1-cyclohexyltetrazol-5-yl)butoxy]-3,4-dihydro-1H-quinolin-2-one|O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1|27|369.4690000000002|3.4647000000000014|81.93|6|1|0.6|7|4|2|27|0|0.755913406639335|0.7771342880231443|2.508630577222638|-1.5209469226199739|1|0|False
3363.0|Floxuridine|5-fluoro-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione|O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F|17|246.194|-1.6836|104.55000000000001|6|3|0.5555555555555556|2|2|1|17|6|0.5776171321259124|0.3356934148814366|3.473377071505359|0.6963745697774709|1|0|False
5386.0|Tegafur (FT-207, NSC 148958)|5-fluoro-1-(oxolan-2-yl)pyrimidine-2,4-dione|O=c1[nH]c(=O)n(C2CCCO2)cc1F|14|200.16899999999998|-0.015300000000000313|64.09|4|1|0.5|1|2|1|14|2|0.6927125296086032|0.3535172217146212|2.9469611714043964|-0.4032937319470785|1|0|False
5155.0|Stavudine (d4T)|1-[5-(hydroxymethyl)-2,5-dihydrofuran-2-yl]-5-methylpyrimidine-2,4-dione|Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O|16|224.21599999999998|-0.7090799999999999|84.32|5|2|0.4|2|2|1|16|4|0.6498890462135971|0.406330949617662|3.582011471393738|0.952976324214325|1|0|False
3367.0|Fludarabine|2-(6-amino-2-fluoropurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol|Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O|20|285.235|-1.8409000000000002|139.54000000000002|9|4|0.5|2|3|2|20|8|0.47183364718578485|0.24118104715477695|3.742329367828722|1.06082713921308|1|0|False
5281078.0|Mycophenolate Mofetil|2-morpholin-4-ylethyl (E)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-4-methylhex-4-enoate|COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)OCCN1CCOCC1)C(=O)OC2|31|433.5010000000003|2.52402|94.53000000000002|8|1|0.5652173913043478|9|3|1|31|0|0.46901748000616883|0.37568520022091145|2.909809273894176|0.7259426339747483|1|0|False
191.0|Adenosine|2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol|Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O|19|267.245|-1.9800000000000006|139.54000000000002|9|4|0.5|2|3|2|19|8|0.49051986767922323|0.23617270345702296|3.5313095881349117|1.3138998457117157|1|0|False
1134.0|Telbivudine|1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione|Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O|17|242.23099999999997|-1.5142799999999992|104.54999999999998|6|3|0.6|2|2|1|17|6|0.5842742137821719|0.33499679157314843|3.3763667036123843|1.0380300294610116|1|0|False
135422442.0|Didanosine|9-[5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one|O=c1[nH]cnc2c1ncn2C1CCC(CO)O1|17|236.23099999999997|-0.21050000000000008|93.03|6|2|0.5|2|3|2|17|4|0.7521450742487874|0.5432250422691189|3.611021286177671|0.6773893007177353|1|0|False
9837769.0|Emtricitabine|4-amino-5-fluoro-1-[2-(hydroxymethyl)-1,3-oxathiolan-5-yl]pyrimidin-2-one|Nc1nc(=O)n(C2CSC(CO)O2)cc1F|16|247.25099999999998|-0.4550000000000003|90.37|7|2|0.5|2|2|1|16|4|0.7349748054075844|0.3453875663184652|3.8873632196454855|0.6995396761378563|1|0|False
3387.0|Lamivudine|4-amino-1-[2-(hydroxymethyl)-1,3-oxathiolan-5-yl]pyrimidin-2-one|Nc1ccn(C2CSC(CO)O2)c(=O)n1|15|229.261|-0.5941000000000001|90.36999999999999|7|2|0.5|2|2|1|15|4|0.7038615838122525|0.3378624805129178|3.8064405703937787|1.4615989713898194|1|0|False
3461.0|Gemcitabine|4-amino-1-[3,3-difluoro-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one|Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1|18|263.2|-1.2886|110.60000000000001|7|3|0.5555555555555556|2|2|1|18|6|0.6120873727300361|0.30156266317008307|3.8632725293690937|1.2986545260508495|1|0|False
5718.0|Zalcitabine|4-amino-1-[5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one|Nc1ccn(C2CCC(CO)O2)c(=O)n1|15|211.22099999999998|-0.5046000000000002|90.36999999999999|6|2|0.5555555555555556|2|2|1|15|4|0.6875458801290977|0.3738843645665796|3.417990020943229|1.2753722241588197|1|0|False
4463.0|Nevirapine|2-cyclopropyl-7-methyl-2,4,9,15-tetrazatricyclo[9.4.0.03,8]pentadeca-1(11),3,5,7,12,14-hexaen-10-one|Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1|20|266.30400000000003|2.6512200000000004|58.120000000000005|4|1|0.26666666666666666|1|4|2|20|0|0.861716125086419|0.5536172692074276|2.5944323945817214|-0.24728332568993|1|0|False
253083.0|Trifluridine|1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-(trifluoromethyl)pyrimidine-2,4-dione|O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F|20|296.20099999999996|-0.8039000000000001|104.55000000000001|6|3|0.6|2|2|1|20|6|0.6622919739385443|0.35932251164721696|3.6118403697410404|0.4994653045681|1|0|False
1805.0|Azacitidine|4-amino-1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,3,5-triazin-2-one|Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1|17|244.207|-3.1679999999999997|143.72000000000003|9|4|0.625|2|2|1|17|8|0.4262474653048269|0.16004433948003915|3.687407323630228|1.3188208399256056|1|0|False
191.0|Vidarabine|2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol|Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O|19|267.245|-1.9800000000000006|139.54000000000002|9|4|0.5|2|3|2|19|8|0.49051986767922323|0.23617270345702296|3.5313095881349117|1.3138998457117157|1|0|False
266934.0|AICAR (Acadesine)|5-amino-1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]imidazole-4-carboxamide|NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1N|18|258.23400000000004|-2.8242999999999996|156.85000000000002|8|5|0.5555555555555556|3|2|1|18|8|0.3908498923708794|0.14438999553237833|3.7095421627648637|0.8286879931867945|0|0|False
135398513.0|Aciclovir|2-amino-9-(2-hydroxyethoxymethyl)-1H-purin-6-one|Nc1nc2c(ncn2COCCO)c(=O)[nH]1|16|225.20799999999997|-1.3318000000000003|119.04999999999998|7|3|0.375|4|2|2|16|0|0.554385971786765|0.45613595294095116|2.7707884753483327|-0.10317179830629376|1|0|False
135398740.0|Ganciclovir|2-amino-9-(1,3-dihydroxypropan-2-yloxymethyl)-1H-purin-6-one|Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1|18|255.23399999999998|-1.970899999999999|139.28|8|4|0.4444444444444444|5|2|2|18|0|0.4854930576221492|0.30914081370444985|2.9975492721457613|0.3788503786253501|1|0|False
3687.0|Idoxuridine|1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-iodopyrimidine-2,4-dione|O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I|17|354.1|-1.2181000000000002|104.55000000000001|6|3|0.5555555555555556|2|2|1|17|6|0.578029884636738|0.3781134158688138|3.6278549979267645|0.910464343233765|1|0|False
3657.0|Hydroxyurea|hydroxyurea|NC(=O)NO|5|76.05499999999999|-0.9561000000000002|75.35000000000001|2|3|0.0|0|0|0|5|0|0.25664360627911675|0.1190984427030672|2.5247164941764755|-0.31540413797906003|1|0|False
279063.0|Cyclocytidine HCl|4-(hydroxymethyl)-10-imino-3,7-dioxa-1,9-diazatricyclo[6.4.0.02,6]dodeca-8,11-dien-5-ol|N=c1ccn2c(n1)OC1C(O)C(CO)OC12|16|225.204|-1.62583|100.59000000000002|7|3|0.5555555555555556|1|3|1|16|8|0.5326902884382276|0.27411721766208946|4.446202327505897|1.497338959013144|1|0|False
1177.0|Uridine|1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione|O=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1|17|244.20300000000003|-2.8519|124.78|7|4|0.5555555555555556|2|2|1|17|8|0.4435105912731592|0.21867146597756254|3.4839049824931045|1.4898002285532645|1|0|False
3159.0|Doxifluridine|1-(3,4-dihydroxy-5-methyloxolan-2-yl)-5-fluoropyrimidine-2,4-dione|CC1OC(n2cc(F)c(=O)[nH]c2=O)C(O)C1O|17|246.19400000000002|-1.6851999999999996|104.55000000000001|6|3|0.5555555555555556|1|2|1|17|8|0.5484019207554993|0.3126320658718193|3.610332741690428|0.7868512061868354|1|0|False
596.0|Cytidine|4-amino-1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one|Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1|17|243.21900000000002|-2.563|130.82999999999998|8|4|0.5555555555555556|2|2|1|17|8|0.4489304892314893|0.18860344125062514|3.548894614600127|1.6478124261033116|1|0|False
2691.0|CGS 21680 HCl|3-[4-[2-[[6-amino-9-[5-(ethylcarbamoyl)-3,4-dihydroxyoxolan-2-yl]purin-2-yl]amino]ethyl]phenyl]propanoic acid|CCNC(=O)C1OC(n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)C(O)C1O|36|499.52800000000025|-0.16439999999999827|197.73999999999995|11|6|0.43478260869565216|10|4|3|36|8|0.21654103037466466|0.1239959413009151|3.773892423920943|0.05996866085087501|0|0|False
135402034.0|Guanosine|2-amino-9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one|Nc1nc2c(ncn2C2OC(CO)C(O)C2O)c(=O)[nH]1|20|283.24399999999997|-2.6867000000000005|159.51|9|5|0.5|2|3|2|20|8|0.3981374161148042|0.16955766100498496|3.720175521674877|1.2488959303664646|0|0|False
135402037.0|Inosine|9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one|O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O|19|268.229|-2.2689|133.49|8|4|0.5|2|3|2|19|8|0.4822946675996651|0.27226976952981763|3.7484460177430403|1.1878722340647632|1|0|False
5064.0|Ribavirin|1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,2,4-triazole-3-carboxamide|NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1|17|244.20700000000002|-3.0114999999999994|143.72000000000003|8|4|0.625|3|2|1|17|8|0.44284203167437103|0.19640354038822913|3.8687708687807296|0.6906384280796763|1|0|False
5726.0|Zidovudine|1-[4-azido-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione|Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O|19|267.245|-0.19628000000000012|133.07999999999998|6|2|0.6|3|2|1|19|6|0.4454004294146897|0.3925697774093064|3.849317511398737|0.8935864361663792|1|0|True
91302628.0|Sofosbuvir (PSI-7977, GS-7977)|propan-2-yl 2-[[[5-(2,4-dioxopyrimidin-1-yl)-4-fluoro-3-hydroxy-4-methyloxolan-2-yl]methoxy-phenoxyphosphoryl]amino]propanoate|CC(C)OC(=O)C(C)NP(=O)(OCC1OC(n2ccc(=O)[nH]c2=O)C(C)(F)C1O)Oc1ccccc1|36|529.4580000000002|1.6565000000000003|158.17999999999995|10|3|0.5|10|3|2|36|12|0.30528322976796235|0.29165853488216725|4.375073076955571|0.24310435922934737|0|0|False
214347.0|Dapivirine (TMC120)|4-[[4-(2,4,6-trimethylanilino)pyrimidin-2-yl]amino]benzonitrile|Cc1cc(C)c(Nc2ccnc(Nc3ccc(C#N)cc3)n2)c(C)c1|25|329.4070000000001|4.760740000000003|73.63|5|2|0.15|4|3|3|25|0|0.7216163650237382|0.8678943244497731|2.2542436522113114|-1.5749294902855966|1|0|False
352992.0|Clevudine|1-[3-fluoro-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione|Cc1cn(C2OC(CO)C(O)C2F)c(=O)[nH]c1=O|18|260.221|-1.5662799999999997|104.54999999999998|6|3|0.6|2|2|1|18|8|0.5958623283349754|0.3413235419835224|3.6783565858417866|0.7867064816243999|1|0|False
193962.0|Etravirine (TMC125)|4-[6-amino-5-bromo-2-(4-cyanoanilino)pyrimidin-4-yl]oxy-3,5-dimethylbenzonitrile|Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br|28|435.2850000000001|4.717400000000002|120.63999999999999|7|2|0.1|4|3|3|28|0|0.6084537970432328|0.7274550650547328|2.701548964781006|-1.0535754913840394|1|0|False
1869.0|N6-methyladenosine (m6A)|2-(hydroxymethyl)-5-[6-(methylamino)purin-9-yl]oxolane-3,4-diol|CNc1ncnc2c1ncn2C1OC(CO)C(O)C1O|20|281.272|-1.5205000000000009|125.55000000000001|9|4|0.5454545454545454|3|3|2|20|8|0.5342275014319904|0.2703216790234994|3.6073528343621897|1.041930725635605|1|0|False
248010.0|Cordycepin|2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolan-3-ol|Nc1ncnc2c1ncn2C1OC(CO)CC1O|18|251.24599999999998|-0.9508000000000008|119.31000000000002|8|3|0.5|2|3|2|18|6|0.628993302830891|0.36275129625779995|3.6322713415862893|1.3733080654408107|1|0|False
4602.0|Osalmid|2-hydroxy-N-(4-hydroxyphenyl)benzamide|O=C(Nc1ccc(O)cc1)c1ccccc1O|17|229.23499999999999|2.3501000000000007|69.56|3|3|0.0|2|2|2|17|0|0.6921374334367943|0.46153746799921075|1.5130819664559425|-0.744133777598706|1|0|False
9679.0|4-Amino-5-imidazolecarboxamide|4-amino-1H-imidazole-5-carboxamide|NC(=O)c1nc[nH]c1N|9|126.119|-0.9092000000000005|97.79|3|3|0.0|1|1|1|9|0|0.4539721011557528|0.2552272944309776|2.9954741610717104|-0.5140951039502445|1|0|False
135402019.0|2'-Deoxyinosine| 9-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one|O=c1[nH]cnc2c1ncn2C1CC(O)C(CO)O1|18|252.23|-1.2397000000000002|113.26|7|3|0.5|2|3|2|18|6|0.6158237953049276|0.4186149308280351|3.709847812174523|0.9179637393863056|1|0|False
72830388.0|Valganciclovir HCl|[2-[(2-amino-6-oxo-4,5-dihydro-1H-purin-9-yl)methoxy]-3-hydroxypropyl] 2-amino-3-methylbutanoate|CC(C)C(N)C(=O)OCC(CO)OCN1C=NC2C(=O)NC(N)=NC21|25|356.38300000000004|-2.668999999999996|164.86|10|4|0.7142857142857143|8|2|0|25|8|0.3418489997940892|0.10362369303515996|4.612915133583076|0.8576886024449053|0|0|False
135398748.0|Penciclovir|2-amino-9-[4-hydroxy-3-(hydroxymethyl)butyl]-1H-purin-6-one|Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1|18|253.26199999999997|-1.3073|130.05|7|4|0.5|5|2|2|18|0|0.5232780259906572|0.36417216397814534|2.885575425991915|-0.025008256510316646|1|0|False
135403646.0|Azaguanine-8|5-amino-2,6-dihydrotriazolo[4,5-d]pyrimidin-7-one|Nc1nc2[nH]nnc2c(=O)[nH]1|11|152.11700000000002|-1.3766000000000003|113.34|5|3|0.0|0|2|2|11|0|0.4303161239320503|0.4073247679104095|3.506466837537925|-0.6790146471510455|1|0|False
22138239.0|Ademetionine disulfate tosylate|2-amino-4-[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl-methylsulfonio]butanoate|C[S+](CCC(N)C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O|27|398.4450000000001|-3.256899999999996|185.45999999999998|11|4|0.6|7|3|2|27|12|0.34496993620130295|0.2235483545193125|4.7565494434378035|0.9079142947079224|0|0|False
3203.0|Efavirenz|6-chloro-4-(2-cyclopropylethynyl)-4-(trifluoromethyl)-1H-3,1-benzoxazin-2-one|O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1|21|315.67799999999994|4.073100000000001|38.33|2|1|0.35714285714285715|0|3|1|21|2|0.7328090954055055|0.2532354094918868|3.5657078249547665|0.06666647788737144|1|0|False
72661.0|Nicotinamide N-oxide|1-oxidopyridin-1-ium-3-carboxamide|NC(=O)c1ccc[n+]([O-])c1|10|138.12599999999998|-0.5811|70.03|2|1|0.0|1|1|1|10|0|0.4162538873709143|0.23477866525463617|2.587100135906283|-1.3023827034912496|1|0|False
1134.0|Thymidine|1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione|Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O|17|242.23099999999997|-1.5142799999999992|104.54999999999998|6|3|0.6|2|2|1|17|6|0.5842742137821719|0.33499679157314843|3.3763667036123843|1.0380300294610116|1|0|False
1177.0|Uracil 1-?-D-arabinofuranoside|1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione|O=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1|17|244.20300000000003|-2.8519|124.78|7|4|0.5555555555555556|2|2|1|17|8|0.4435105912731592|0.21867146597756254|3.4839049824931045|1.4898002285532645|1|0|False
98961.0|2,2'-Cyclouridine|5-hydroxy-4-(hydroxymethyl)-3,7-dioxa-1,9-diazatricyclo[6.4.0.02,6]dodeca-8,11-dien-10-one|O=c1ccn2c(n1)OC1C(O)C(CO)OC12|16|226.18800000000002|-1.7451000000000005|93.81000000000002|7|2|0.5555555555555556|1|3|1|16|8|0.589765502233582|0.30625756971028406|4.082753096736665|1.3490016836473129|1|0|False
5353599.0|Brivudine|5-[(E)-2-bromoethenyl]-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione|O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C=CBr|19|333.13800000000003|-0.45710000000000006|104.55000000000001|6|3|0.45454545454545453|3|2|1|19|6|0.6945612204028229|0.40567778230739426|3.850417215540748|1.1374943613292103|1|0|False
23700083.0|Ganciclovir sodium|2-amino-9-(1,3-dihydroxypropan-2-yloxymethyl)purin-6-olate|Nc1nc([O-])c2ncn(COC(CO)CO)c2n1|18|254.22599999999997|-2.1905999999999994|142.37|9|3|0.4444444444444444|5|2|2|18|0|0.545640459838781|0.34612172025925764|3.4886751182996063|0.03842276244240006|1|0|False
5136.0|Ademetionine|2-amino-4-[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl-methylsulfonio]butanoate|C[S+](CCC(N)C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O|27|398.4450000000001|-3.256899999999996|185.45999999999998|11|4|0.6|7|3|2|27|12|0.34496993620130295|0.2235483545193125|4.7565494434378035|0.9079142947079224|0|0|False
1971.0|Abacavir|[4-[2-amino-6-(cyclopropylamino)purin-9-yl]cyclopent-2-en-1-yl]methanol|Nc1nc(NC2CC2)c2ncn(C3C=CC(CO)C3)c2n1|21|286.33900000000006|1.0922999999999998|101.88|7|3|0.5|4|4|2|21|4|0.7272302824304794|0.532844209200051|3.688999973120933|0.026597937866581003|1|0|False
135605572.0|Entecavir|2-amino-9-[4-hydroxy-3-(hydroxymethyl)-2-methylidenecyclopentyl]-1H-purin-6-one|C=C1C(CO)C(O)CC1n1cnc2c(=O)nc(N)[nH]c21|20|277.28399999999993|-0.8278000000000001|130.04999999999998|7|4|0.4166666666666667|2|3|2|20|6|0.5301148369563783|0.3229952345490085|4.052892286880503|0.9583882509483649|1|0|False
224.0|Adenosine 5'-monophosphate monohydrate|[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate|Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O|23|347.224|-1.8630000000000009|186.07|10|5|0.5|4|3|2|23|8|0.39017854457244017|0.17004544392240475|3.8048894493072236|1.2966757882455953|0|0|False
